code,code_level,food_category,food_group,major_food_code,minor_food_code,units,rse_indicator,percent_change_2021_22,percent_change_2019_20,significance,trend_2019_20,reliability_3yr_se,year,expenditure
12304,4,,,Takeaway fish products,,p,Very High,-0.431156679,13.20445868,,,16.45726924,1986,0.208885919
12305,4,,,Takeaway fish based meals,,p,Very High,3.762203219,65.33944299,,,11.33568588,1986,0.809432936
12901,2,Eggs,,,,p,Low,28.69359194,21.27337883,yes,UP,1.836210352,1986,18.53159687
135148,2,Fats,,,,p,Low,31.49896935,23.57315509,yes,UP,1.787139399,1986,36.55106456
13501,3,,Butter,,,p,Medium,25.49015593,19.65544395,yes,,2.778849868,1986,11.95457933
138,3,,Margarine,,,p,Medium,41.38037757,35.35134372,yes,UP,3.415577663,1986,11.49895742
13801,4,,,Soft margarine,,p,Medium,40.58224611,32.88052924,yes,UP,3.511822647,1986,9.482379362
13802,4,,,Other margarine,,p,Very High,57.79624554,105.3028326,,,14.35632178,1986,2.016578059
139,3,,"Lard, cooking fat",,,p,Very High,69.65639014,18.66248682,,,11.83019313,1986,3.037263277
143,3,,Vegetable and salad oils,,,p,Medium,38.12409711,28.19033065,yes,,4.009123907,1986,3.361743359
14304,4,,,Olive oil,,p,High,19.83622626,17.92594198,,,5.926929612,1986,0.672348672
14305,4,,,Other vegetable and salad oils,,p,Medium,56.76083154,37.51494481,yes,UP,4.981397151,1986,2.689394687
148,3,,All other fats,,,p,Medium,21.90288746,11.67134517,,,3.129048179,1986,6.698521176
14802,4,,,Reduced fat spreads,,p,Medium,24.54805503,13.82261228,,,4.024711547,1986,2.023579679
14803,4,,,Low fat spreads,,p,High,16.44006622,13.73648912,,,7.250353697,1986,3.127377966
14805,4,,,Suet and dripping,,p,Very High,9.785627506,-12.76546235,,,14.9262165,1986,0.2630858
14807,4,,,Imitatation cream,,p,High,23.23945927,11.35397139,,,6.575953918,1986,1.284477731
150154,2,Sugar and preserves,,,,p,Medium,-4.188456933,5.242950307,,,2.773115765,1986,20.75634176
150,3,,Sugar,,,p,Medium,8.917612832,9.858893748,,,3.440238204,1986,13.9261995
151,3,,Jams and fruit curds,,,p,Medium,-24.77470891,-8.794442375,,,5.025953161,1986,3.090186073
152,3,,Marmalade,,,p,High,24.82435828,14.71783872,,,6.806636466,1986,2.015237494
153,3,,"Syrup, treacle",,,p,High,-12.30083511,20.11348894,,,7.291206623,1986,0.495194934
154,3,,Honey,,,p,High,-2.307114531,2.527187327,,,7.308167604,1986,1.229523768
t4,1,"Fresh and processed fruit and vegetables, including potatoes",,,,p,Low,2.590959755,0.914360435,,,1.124094135,1986,221.4430537
cat730,1,"Fresh and processed vegetables, including potatoes",,,,p,Very Low,8.640549137,4.601298576,,,1.018690555,1986,145.2598626
cat701,1,Fresh and processed potatoes,,,,p,Low,16.42533554,8.367573442,yes,,1.284062987,1986,54.21712472
155155,3,,Fresh potatoes,,,p,Low,18.12241973,-4.591484145,,DOWN,1.756534475,1986,21.62710083
15505,4,,,Fresh new potatoes [note 7],,p,Medium,28.29772878,5.229532479,,,3.527685485,1986,8.025154669
15506,4,,,Fresh baking potatoes [note 7],,p,Medium,38.50765617,1.891651846,,,4.101057247,1986,6.688835536
15504,4,,,Other fresh potatoes [note 7],,p,Low,8.826321279,-10.06832779,,DOWN,2.177335479,1986,6.913110623
cat710,2,,Processed potatoes,,,p,Low,16.02171249,12.0528916,yes,UP,1.5021303,1986,32.5900239
197,3,,,Chips and takeaway chips,,p,Medium,25.55501368,-3.106119678,,,2.49083888,1986,14.97557053
19702,4,,,,Chips - frozen or not frozen,p,Low,21.53767316,23.28053573,yes,UP,2.518107728,1986,7.420762857
19703,4,,,,Takeaway chips,p,Medium,29.94929259,-20.51138783,yes,DOWN,4.168927221,1986,7.554807672
198,3,,,Instant potato,,p,Very High,96.34378236,-18.56604077,,,26.91690615,1986,0.468508568
199,3,,,Canned potatoes,,p,Very High,22.42250084,-53.55490104,yes,DOWN,13.33002361,1986,0.488864693
200,3,,,Crisps and potato snacks,,p,Low,11.55624055,27.30182232,yes,UP,1.88524334,1986,14.20110887
201,3,,,"Other potato products, frozen or not frozen",,p,Medium,9.954610515,8.627466136,,,3.059231828,1986,2.455971234
cat811,1,"Fresh and processed fruit and vegetables, excluding potatoes",,,,p,Very Low,-0.56609046,-0.90669597,,DOWN,1.114127013,1986,167.225929
cat720,1,"Fresh and processed vegetables, excluding potatoes",,,,p,Very Low,5.042873572,2.771755505,,,1.25935025,1986,91.04273788
162171,2,,Fresh green vegetables,,,p,Low,3.073993575,0.479042362,,,1.681858079,1986,17.00372686
16201,3,,,Fresh cabbages,,p,Medium,7.530589804,5.589085398,,,3.840480224,1986,3.960945493
16301,3,,,Fresh brussels sprouts,,p,High,-8.373157903,-11.6402154,,,5.414177696,1986,1.901519845
16401,3,,,Fresh cauliflower,,p,Medium,6.841517191,0.776111806,,,2.547758739,1986,3.787639387
167,3,,,Leafy salads fresh,,p,Low,1.351047967,5.682745103,,,2.148092465,1986,5.225968374
16701,4,,,,Lettuce and leafy salads,p,Low,5.660826922,7.316026992,,,2.767933318,1986,5.225968374
16702,4,,,,Prepared lettuce salads,p,Medium,-1.057763356,4.731366456,,,2.919646267,1986,
168,3,,,Fresh peas,,p,High,5.539225794,-17.05258491,,,5.98655507,1986,0.32938735
169,3,,,Fresh beans,,p,Medium,-7.26059236,-11.20499527,,,3.752347206,1986,0.700649079
171,3,,,Other fresh green vegetables,,p,Medium,10.48794908,0.763557073,,,4.368788542,1986,1.097617332
172183,2,,Other fresh vegetables,,,p,Low,4.065664395,-0.242713157,,,1.443961972,1986,36.05545294
172,3,,,Fresh carrots,,p,Low,3.400578923,-14.44263321,yes,DOWN,2.35569531,1986,4.298124716
173,3,,,Fresh turnips and swede,,p,High,15.63314939,-8.079466618,,,6.617192902,1986,1.112284609
174,3,,,Other fresh root vegetables,,p,Medium,-6.458990954,-7.560910213,,,4.243778469,1986,1.340927918
175,3,,,"Fresh onions, leeks and shallots",,p,Low,16.25798263,3.848997053,,,2.230145879,1986,4.744469688
176,3,,,Fresh cucumbers,,p,Low,25.86384448,11.44826395,,,2.448347734,1986,3.243650558
177,3,,,Fresh mushrooms,,p,Low,1.215232997,-3.200954465,,,2.223908501,1986,5.812946527
178,3,,,Fresh tomatoes,,p,Low,-0.075160537,0.545762149,,,2.094713021,1986,10.78407096
183,3,,,Miscellaneous fresh vegtables,,p,Low,1.546729372,0.622749299,,,1.958375422,1986,4.718977963
18301,4,,,,"Fresh vegetable stewpack, stirfry pack etc.",p,Medium,-13.24079003,-20.06795004,yes,DOWN,4.981274792,1986,0.778245083
18302,4,,,,Fresh stem vegetables,p,Medium,-6.668710374,1.465981683,,,3.4783801,1986,1.058180131
18303,4,,,,"Fresh marrow, courgettes, aubergine, pumpkin and other vegetables",p,Low,3.000800814,0.615598061,,,2.35626687,1986,2.273401084
18304,4,,,,Fresh herbs,p,Medium,25.37191494,23.96732311,yes,,3.488752393,1986,0.609151664
cat702,2,,Processed vegetables excluding processed potatoes,,,p,Low,7.236623576,7.818212418,,,1.814768494,1986,37.98355809
184,3,,,"Tomatoes, canned or bottled",,p,High,29.51865905,15.93048061,,,4.610733792,1986,2.453902213
185,3,,,"Peas, canned",,p,High,3.925195101,-8.050491645,,,5.400679375,1986,3.655981134
188,3,,,Beans canned,,p,Medium,13.45076466,17.57747027,yes,UP,2.68526897,1986,8.183297144
18802,4,,,,Baked beans in sauce,p,Medium,7.97873785,6.391125937,,,3.010831004,1986,7.283134458
18803,4,,,,Other canned beans and pulses,p,High,25.49640389,46.81509517,yes,UP,5.145857364,1986,0.900162686
191,3,,,Other canned vegetables,,p,Medium,-0.372642753,,,,4.866696691,1986,3.372405484
192,3,,,Dried pulses other than air-dried,,p,Very High,-0.924001979,71.02833848,,,14.85289196,1986,1.393693299
195,3,,,Air-dried vegetables,,p,Very High,-12.5335883,48.24409731,,,14.0815896,1986,0.105884201
196,3,,,Vegetable juices and purees,,p,High,42.62037612,26.88358807,,,6.226791772,1986,0.712681299
19602,4,,,,Tomato puree and vegetable purees,p,High,39.85638348,34.08801068,yes,,5.784817162,1986,0.498876909
19603,4,,,,"Vegetable juices eg tomato juice, carrot juice",p,Very High,53.55811291,6.299145112,,,18.91992422,1986,0.21380439
203,3,,,"Peas, frozen",,p,Medium,15.22384319,-2.765712407,,,4.057962825,1986,5.004008719
204,3,,,"Beans, frozen",,p,Very High,107.5869435,53.21159249,,,11.66453258,1986,1.694773895
206,3,,,Ready meals and other vegetable products (inc takeaways),,p,Low,-0.715938902,1.817603756,,,2.583336525,1986,5.962589609
20601,4,,,,"Ready meals and other vegetable products, frozen or not frozen",p,Medium,3.375492242,8.913133137,,,2.588634593,1986,4.710445791
20604,4,,,,All vegetable takeaway products,p,High,-16.40644451,-22.21525644,,DOWN,6.368788993,1986,1.252143818
208,3,,,Other frozen vegetables,,p,Medium,39.09651159,,,,4.095252358,1986,5.444341089
cat810,1,Fresh and processed fruit,,,,p,Low,-6.037544928,-4.629231993,,DOWN,1.284720387,1986,76.18319108
210231,2,,Fresh fruit,,,p,Low,-6.823999764,-8.513301212,yes,DOWN,1.396493357,1986,46.80382592
210,3,,,Fresh oranges,,p,Medium,-2.296280646,8.080054343,,,4.351749622,1986,5.987325339
214,3,,,Other fresh citrus fruits,,p,Low,-5.709045398,-11.28746356,,DOWN,2.404449296,1986,4.544837331
217,3,,,Fresh apples,,p,Low,-21.92565562,-20.7654913,yes,DOWN,2.131440432,1986,14.12769292
218,3,,,Fresh pears,,p,Medium,-5.377604307,-12.38699624,,DOWN,3.751374182,1986,2.30272483
221,3,,,Fresh stone fruit,,p,Medium,-4.022610006,-12.66711542,,DOWN,2.748696937,1986,3.860480443
222,3,,,Fresh grapes,,p,Medium,-7.960521279,-6.059234431,,,2.519658848,1986,2.941041761
227,3,,,Other fresh soft fruit,,p,Low,-8.50331745,-2.552674296,,,2.235727434,1986,1.948504332
228,3,,,Fresh bananas,,p,Low,-0.651758519,-13.87635526,yes,DOWN,1.58546289,1986,8.72078102
229,3,,,Fresh melons,,p,High,-3.230518928,-9.35753912,,,4.788240051,1986,1.13937454
231,3,,,Other fresh fruit,,p,Medium,14.31646257,7.753423568,,,3.939153484,1986,1.231063401
233248,2,,Processed fruit and fruit products,,,p,Low,-4.332311124,4.763404971,,,1.811688578,1986,29.37936515
233,3,,,"Tinned peaches, pears and pineapples",,p,High,-20.24561881,-39.02816088,yes,DOWN,7.677417615,1986,3.872594048
236,3,,,All other tinned or bottled fruit,,p,Medium,-12.15861477,4.338466696,,,4.878329762,1986,3.787020822
240,3,,,Dried fruit,,p,Medium,-12.72881858,-8.167390952,,,4.640149935,1986,4.530195454
241,3,,,"Frozen strawberries, apple slices, peach halves, oranges and other frozen fruits",,p,High,-11.98538999,16.09207489,,,6.52667528,1986,0.333416934
245,3,,,"Nuts, edible seeds and peanut butter",,p,Medium,-9.971091829,-5.385812154,,,3.021992818,1986,4.366098422
24502,4,,,,Nuts and edible seeds,p,Medium,-10.31054265,-6.854691506,,,3.245544002,1986,3.798505627
24503,4,,,,Peanut butter,p,High,-7.421153159,6.880248097,,,6.347317486,1986,0.567592795
248,3,,,Pure fruit juices,,p,Low,6.634984536,21.80892724,yes,UP,2.44451883,1986,12.49003947
251263,2,Bread,,,,p,Very Low,14.23365726,2.426355703,,,1.224701283,1986,65.1135194
cat850,3,,White bread,,,p,Low,20.29783574,2.822515869,,,1.832034532,1986,28.29972145
251,4,,,"White bread, standard, unsliced",,p,High,-4.814310093,-15.02908586,,,5.693215171,1986,9.647098811
252,4,,,"White bread, standard, sliced",,p,Low,21.66382425,0.812903027,,,2.005099133,1986,18.65262264
257,4,,,"White bread, premium, sliced and unsliced",,p,High,125.0235419,11841.34175,yes,UP,13.98663694,1986,
258,4,,,"White bread, soft grain, sliced and unsliced",,p,High,-1.233164451,-17.41425451,,,8.92775639,1986,
cat851,3,,Brown and wholemeal bread,,,p,Low,5.33861493,-4.654434833,,,2.249913947,1986,19.66274578
259,4,,,"Brown bread, sliced and unsliced",,p,Medium,11.64158663,6.358414931,,,5.209143578,1986,8.307854422
260,4,,,"Wholemeal and granary bread, sliced and unsliced",,p,Medium,3.483046075,-7.690172985,,,2.486746125,1986,11.35489135
263,3,,Total other bread,,,p,Low,14.36967731,3.924347836,,,1.636139373,1986,17.15105218
26302,4,,,"Rolls - white, brown or wholemeal",,p,Low,12.32053623,0.986576943,,,2.564509442,1986,10.25353159
26303,4,,,Malt bread and fruit loaves,,p,High,0.103820387,-21.00588661,,,5.467745274,1986,1.138969729
26304,4,,,Vienna and french bread,,p,Medium,8.221779147,-16.57056616,,DOWN,4.13103118,1986,1.307304541
26305,4,,,Starch reduced bread and rolls,,p,Very High,94.64102836,63.48777069,,,12.16534125,1986,0.318515053
26308,4,,,Other breads,,p,Low,10.79271261,14.37916777,yes,,2.075350634,1986,2.64494801
26309,4,,,Sandwiches,,p,Medium,10.22736118,5.831578526,,,4.114884895,1986,1.033182817
26310,4,,,Sandwiches from takeaway,,p,High,41.94316811,1.500233401,,,8.937451142,1986,0.454600439
26311,4,,,Takeaway breads,,p,High,31.47682012,-7.856038547,,,8.202568766,1986,
26401,2,,Flour,,,p,High,-5.887913167,7.370161212,,,6.982507882,1986,3.88304631
267270,2,,"Cakes, buns and pastries",,,p,Low,0.44379877,15.34191721,yes,UP,3.035466316,1986,32.59906216
267,3,,,"Buns, scones and teacakes",,p,Low,15.06336383,18.84287527,yes,UP,2.182108423,1986,27.44360222
270,3,,,Cakes and pastries,,p,Low,-3.780211645,14.17975682,yes,UP,3.873869649,1986,27.44360222
27001,4,,,,"Cakes and pastries, not frozen",p,Low,-3.793998934,14.00123539,yes,UP,4.038827757,1986,
27002,4,,,,Takeaway pastries,p,High,-3.500839324,17.90979985,,,10.30195617,1986,5.155459937
271277,1,,Biscuits and crispbreads,,,p,Low,-0.644133005,-0.340341031,,,1.55703088,1986,34.3482249
27101,3,,,Crispbread,,p,Medium,17.47559777,4.97506956,,,4.55009634,1986,13.0238724
274,3,,,Biscuits other than chocolate,,p,Low,-3.39226895,-3.537954309,,,1.936486379,1986,19.9928873
27402,4,,,,Sweet biscuits (not chocolate) and cereal bars,p,Low,-4.53468154,-4.313344902,,,2.194343353,1986,16.39416758
27403,4,,,,Cream crackers and other unsweetened biscuits,p,Medium,1.845462303,-0.057436909,,,3.462598519,1986,3.598719714
277,3,,,Chocolate biscuits,,p,Low,1.513055852,3.95407581,,,2.076696965,1986,1.331465202
281301,2,,Other cereals and cereal products,,,p,Low,4.597626876,-4.082711823,,DOWN,1.353552081,1986,52.7608437
281,3,,,Oatmeal and oat products,,p,High,0.58407177,19.07248934,,,4.902384158,1986,1.788439221
282,3,,,Breakfast cereals,,p,Low,-6.373618084,-12.99981686,yes,DOWN,2.080295273,1986,18.32061522
28202,4,,,,Muesli,p,Medium,-7.502455697,-22.77911693,yes,DOWN,4.993097963,1986,1.832061522
28203,4,,,,High fibre breakfast cereals,p,Medium,-4.262507324,-9.510200832,,,3.458740482,1986,6.961833784
28204,4,,,,Sweetened breakfast cereals,p,Medium,-4.792691522,-12.56077934,,,3.675062042,1986,4.580153805
28205,4,,,,Other breakfast cereals,p,Medium,-11.63230144,-10.09823007,,,4.202100946,1986,4.94656611
285,3,,,Canned milk puddings,,p,Medium,-0.315723053,4.210417972,,,4.826030935,1986,2.238235519
28502,4,,,,Canned or fresh carton custard,p,Medium,-3.983738775,7.976915076,,,5.071708313,1986,1.119117759
28503,4,,,,All canned milk puddings,p,High,7.599616523,-2.348866147,,,9.446718857,1986,1.119117759
286,3,,,Puddings,,p,High,-2.234147606,9.794425554,,,5.491145122,1986,1.836130892
287,3,,,Rice,,p,Medium,14.28234821,-22.30449156,yes,DOWN,3.458948138,1986,2.793959162
28702,4,,,,Dried rice,p,High,46.82077918,0.716439687,,,7.323090389,1986,1.480798356
28703,4,,,,Cooked rice,p,Medium,-3.049913039,-19.21143405,yes,DOWN,3.746091506,1986,0.139697958
28704,4,,,,Takeaway rice,p,High,-0.91865007,-43.13944733,yes,DOWN,5.545919207,1986,1.173462848
290,3,,,"Invalid foods, slimming foods and sports foods",,p,Very High,-53.14450202,-39.8151473,,,12.51650816,1986,0.227467805
291,3,,,Infant cereal foods,,p,Very High,-4.338110237,-4.148932116,,,11.40715697,1986,1.682210259
294,3,,,Cakes and pastries - frozen,,p,High,12.06793761,1.952502314,,,7.153301832,1986,3.306117932
295,3,,,Pasta,,p,Medium,46.36718669,45.82978846,yes,UP,4.194929629,1986,2.357314848
29501,4,,,,Canned pasta,p,High,0.745543647,-10.68952908,,,6.547809623,1986,2.357314848
29502,4,,,,Dried and fresh pasta,p,High,53.53940028,58.16366136,yes,UP,4.71864246,1986,
29503,4,,,,Takeaway pasta and noodles,p,Very High,32.65097072,14.87367853,,,15.38472134,1986,
296,3,,,Pizza,,p,Medium,12.9288094,-10.52737875,,DOWN,2.900007154,1986,4.935560859
29601,4,,,,"Pizzas, frozen and not frozen",p,Medium,20.6539236,25.49865603,yes,UP,2.835686574,1986,4.422744418
29602,4,,,,Takeaway pizza,p,High,2.146995924,-39.26807083,yes,DOWN,5.632242152,1986,0.512816441
299,3,,,Other cereal convenience foods,,p,Low,1.911350747,7.786060071,,,1.672174056,1986,11.53405418
29907,4,,,,"Cake, pudding and dessert mixes",p,High,-20.60803157,-20.70853697,,DOWN,6.384608936,1986,1.973746522
29909,4,,,,Cereal snacks,p,Medium,1.801652924,4.349204342,,,2.462650003,1986,2.537840891
29915,4,,,,"Quiches and flans, frozen and not frozen",p,Medium,0.440133692,13.16349748,,,4.59342708,1986,1.144423273
29916,4,,,,"Takeaway crisps, savoury snacks, popcorn, popadums, prawn crackers",p,Very High,-24.97349206,-49.63005595,yes,DOWN,9.483814819,1986,0.307617078
29919,4,,,,"Other cereal foods, frozen and not frozen",p,Low,5.037376581,15.16926311,yes,UP,2.238748463,1986,5.570426412
301,3,,,Other cereals,,p,High,-2.438649053,-10.05068922,,,8.005388815,1986,1.740737807
304313,2,,Beverages,,,p,Low,-10.71491784,-4.45937986,,,2.376223019,1986,49.5624227
304,3,,,Tea,,p,Medium,-1.167067197,-6.22756962,,,3.113526074,1986,19.08677827
307,3,,,Coffee beans and ground coffee,,p,High,-14.70806972,-3.715680033,,,5.317672315,1986,3.345815597
308,3,,,Instant coffee,,p,Medium,-9.815908483,-2.326863096,,,3.152640615,1986,21.88141419
309,3,,,Coffee essences,,p,Very High,-89.41980717,126.4739858,,,70.44648158,1986,0.094497713
310,3,,,Tea and coffee from takeaway,,p,Very High,121.2563187,127.3267461,yes,,13.5872328,1986,
312,3,,,Cocoa and chocolate drinks,,p,High,-35.97939926,-34.11525401,yes,,7.329176642,1986,3.127951758
313,3,,,Malt drinks and chocolate versions of malted drinks,,p,Very High,-55.74048315,-45.54463014,,,15.53548852,1986,2.025965166
314339,2,,Other food and drink,,,p,Very Low,8.230313571,11.12603303,yes,,1.305010889,1986,45.20367381
314,3,,,Mineral or spring waters,,p,Medium,10.28655233,6.027225482,,,4.153898707,1986,0.759328419
315,3,,,Baby foods,,p,Very High,29.84945266,-2.993047948,,,15.50577081,1986,1.957020183
318,3,,,Soups - canned or cartons,,p,Medium,17.34554989,-2.87494801,,,3.514849165,1986,5.09830205
319,3,,,Soups - dehydrated or powdered,,p,High,2.195599508,-1.717565737,,,10.50078015,1986,2.398097596
320,3,,,Soups - from takeaway,,p,Very High,120.74483,73.18874623,,,28.31521771,1986,
321,3,,,Other takeaway food brought home,,p,Very High,14.04298061,266.4945229,,UP,27.33230966,1986,
322,3,,,Meals on wheels - items not specified,,p,Very Low,-100,-100,,,,1986,
323,3,,,Spreads and dressings,,p,Low,2.751849105,4.285918935,,,2.458798912,1986,2.946606821
32302,4,,,,Salad dressings,p,Medium,4.072768989,8.048413254,,,2.719187976,1986,2.504615798
32303,4,,,,Other spreads and dresssings,p,Medium,-1.397514399,-6.508156177,,,5.111390137,1986,0.441991023
327,3,,,Pickles and sauces,,p,Low,8.996434819,14.70954408,yes,UP,1.783964601,1986,9.308691462
32702,4,,,,Pickles,p,Medium,11.93780727,4.970486235,,,4.956605678,1986,1.139559589
32703,4,,,,Sauces,p,Low,7.193688556,16.62551168,yes,UP,1.885299553,1986,7.813745831
32704,4,,,,Takeaway sauces and mayonnnaise,p,High,45.30173551,-0.303247253,,,7.054670833,1986,0.355386043
328,3,,,Stock cubes and meat and yeast extracts,,p,Medium,-5.541013772,-10.57146543,,,4.582562158,1986,3.188787884
329,3,,,Jelly squares or crystals,,p,High,-15.11375071,-1.480884655,,,7.18512375,1986,0.955988282
332,3,,,Ice cream tub or block,,p,Medium,-2.962988296,-1.409494262,,,3.871252217,1986,5.74553866
333,3,,,Ice cream products including takeaways,,p,Medium,-1.877868551,17.09492924,yes,,3.075004421,1986,3.478158078
33302,4,,,,"Ice cream cornets, choc-ices, lollies with ice cream",p,Medium,1.204888426,23.44215038,yes,,3.545136764,1986,2.745914272
33303,4,,,,"Ice lollies, sorbet, frozen mousse, frozen yoghurt",p,Medium,0.773302139,-1.670028969,,,5.184859612,1986,0.732243806
33304,4,,,,"Takeaway ice cream, ice cream products, milkshakes",p,Very High,-21.6249411,27.01475621,,,11.55548737,1986,
334,3,,,Salt,,p,High,42.7788779,46.47525507,yes,,6.930797828,1986,0.290060845
335,3,,,Artificial sweeteners,,p,High,90.14821103,39.59024143,,,9.406874921,1986,0.823209418
336,3,,,"Other miscellaneous payments, expenditure only",,p,Medium,13.43189692,27.32810872,yes,,3.021598512,1986,0.488320503
33602,3,,,,Vinegar,p,High,1.365479586,37.93016891,,,7.616099806,1986,7.765563607
33603,4,,,,Spices and dried herbs,p,Medium,21.67590981,18.280175,,,4.858435256,1986,
33604,4,,,,"Bisto, gravy granules, stuffing mix, baking powder, yeast",p,Medium,18.99174579,45.21414931,yes,UP,4.077976535,1986,
33605,4,,,,Wine and beer making kits,p,Very Low,-100,,,,,1986,
33606,4,,,,"Fruit teas, instant tea, herbal tea, rosehip tea",p,Very High,18.19174114,-14.40566588,,,10.62560564,1986,
33607,4,,,,"Other payments for food and drink, type not specified",p,High,6.632664493,79.30732286,yes,UP,7.28773237,1986,7.765563607
339,4,,,Soya and novel protein foods,,p,High,18.22993332,12.85958886,,,7.101502002,1986,0.290060845
340344,2,,Soft drinks,,,p,Low,3.113751541,10.86538741,yes,,1.95292604,1986,
340,3,,,"Soft drinks, concentrated, not low calorie [note 10]",,p,Medium,-21.22343029,-0.857364349,,,4.493470212,1986,
341,3,,,"Soft drinks, not concentrated,  not low calorie",,p,Medium,-3.980172189,1.983288617,,,2.940236204,1986,
343,3,,,"Soft drinks, concentrated, low calorie [note 10]",,p,Medium,-3.752928984,-13.91524309,,DOWN,3.698897725,1986,
344,3,,,"Soft drinks, not concentrated, low calorie",,p,Medium,14.34142127,25.68381216,yes,UP,2.91609819,1986,
350355,2,,Confectionery,,,p,Low,3.191874698,4.394183131,,,2.269474672,1986,
350,3,,,Chocolate bars - solid,,p,Low,3.121883825,14.20734634,yes,,2.21783591,1986,
351,3,,,Chocolate bars - filled,,p,Medium,7.251382273,-3.215280815,,,2.911282045,1986,
352,3,,,Chewing gum,,p,High,-18.34597355,-26.02621147,yes,,5.443786251,1986,
353,3,,,Mints and boiled sweets,,p,Low,3.862321148,10.1193393,,,3.350935102,1986,
35301,4,,,,Mints,p,High,2.594906992,-6.352823078,,,7.41947739,1986,
35302,4,,,,Boiled sweets,p,Medium,3.93881304,11.28544845,,,3.498632459,1986,
354,3,,,"Fudges, toffees, caramels",,p,High,-36.4001724,-7.470675511,,,27.89369469,1986,
355,3,,,Takeaway confectionery,,p,Very High,0.59853907,22.15442052,,,30.66196354,1986,
380389,2,,Alcoholic drinks,,,p,Low,-8.743871403,-8.062774127,,DOWN,2.313068495,1986,
381,3,,,Beers,,p,High,2.430673036,25.12130165,,,4.72081189,1986,
382,3,,,Lagers and continental beers,,p,Medium,-25.75178104,-23.46424589,yes,DOWN,4.448895167,1986,
383,3,,,Ciders and perry,,p,High,12.75288942,11.08603962,,,5.715997044,1986,
384,3,,,Wine and champagne,,p,Medium,-5.574589038,-7.109359921,,,3.235772126,1986,
38402,4,,,,"Champagne, sparkling wines and wine with mixer",p,High,-37.89867813,-23.92979285,,,8.433530758,1986,
38403,4,,,,Table wine,p,Medium,0.001238135,-4.855724232,,,3.316969354,1986,
385,3,,,Spirits with mixer,,p,Very High,-19.35541838,-4.748671387,,,9.749106525,1986,
386,3,,,Fortified wines,,p,High,7.986653272,-16.52497829,,,9.639014253,1986,
387,3,,,Spirits,,p,Medium,-14.04865814,-16.2234232,,,4.177040755,1986,
388,3,,,Liqueurs and cocktails,,p,High,8.072618887,12.92021905,,,6.829719199,1986,
389,3,,,Alcopops,,p,Very High,-37.89750463,17.05199216,,,14.52459602,1986,
t1,1,Food and drink all purchases food and drink,,,,p,Medium,5.397858409,-9.749271249,yes,DOWN,1.102241106,1987,
t2,1,Food and non-alcoholic drinks all purchases food and drink,,,,p,Medium,6.758147972,-7.866399184,yes,DOWN,1.036082721,1987,
t3,1,Alcoholic drinks all purchases food and drink,,,,p,High,-2.430910411,-20.0395865,yes,DOWN,2.73073798,1987,
eo90001,1,Food and drink purchases for consumption outside the home,,,,p,Low,12.62199893,-34.07033606,yes,DOWN,2.410188191,1987,
eo90002,1,Food and non-alcoholic drinks for consumption outside the home,,,,p,Low,13.69691615,-34.2688452,yes,DOWN,2.368843859,1987,
eo90003,1,Alcoholic drinks for consumption outside the home,,,,p,Medium,9.208654948,-33.40545405,yes,DOWN,3.905979817,1987,
cat108,1,Food and drink purchases for household supplies,,,,p,Very Low,3.391572911,1.587419203,,,0.832005468,1987,
cat105,1,Food and non-alcoholic drinks purchases for household supplies,,,,p,Very Low,5.087790093,2.89837697,,,0.792768402,1987,
380389,1,Alcoholic drinks purchases for household supplies,,,,p,Low,-8.743871403,-8.062774127,,DOWN,2.313068495,1987,
cat106,1,"Food and drink, excluding soft drinks, alcoholic drinks and confectionery purchases for household supplies",,,,p,Very Low,5.277491718,2.489988578,,,0.805094437,1987,1113.710715
cat520,1,Milk and milk products excluding cheese,,,,p,Very Low,10.85102118,9.67506324,yes,UP,1.19463468,1987,112.8636219
4006,2,,"Liquid wholemilk, including school and welfare",,,p,Medium,43.64427283,28.93354011,yes,UP,3.29731571,1987,68.90558796
4,3,,,"Liquid wholemilk, full price",,p,Medium,43.64427283,28.93354011,yes,UP,3.29731571,1987,68.84276764
402,4,,,,UHT milk,p,Very High,210.8016035,156.5732848,,,22.37229403,1987,0.396742303
403,4,,,,Sterilised,p,,,,,,,1987,4.460122511
404,4,,,,Pasteurised/ homogenised,p,Medium,41.67560865,27.33921225,yes,UP,3.308819082,1987,63.98590282
501,3,,,School milk [note 6],,p,,,,,,,1987,0.000710407
601,3,,,Welfare milk [note 11],,p,,,,,,,1987,0.06210991
9017,2,,Other milk and cream,,,p,Low,7.768273464,7.660124713,yes,,1.299762559,1987,43.95803394
15,3,,,Skimmed milks,,p,Low,13.48125505,3.642441465,,,1.613646178,1987,19.34192998
1502,4,,,,Fully skimmed milk,p,Medium,8.690551491,-1.87927497,,,4.59860425,1987,7.446496497
1503,4,,,,Semi-skimmed milk,p,Low,14.29696696,4.59550303,,,1.742507437,1987,11.89543349
901,3,,,Condensed or evaporated milk,,p,Very High,59.84701433,62.16986394,,,11.37573479,1987,2.042657877
11,3,,,Infant milks,,p,Very High,31.30706755,-41.40015582,,DOWN,12.44884429,1987,1.329386224
1102,4,,,,Infant or baby milks - ready to drink,p,Very High,-8.06775824,9.494090475,,,23.44304098,1987,0.132938622
