code,code_level,food_category,food_group,major_food_code,minor_food_code,units,rse_indicator,percent_change_2021_22,percent_change_2019_20,significance,trend_2019_20,reliability_3yr_se,year,expenditure
cat520,1,Milk and milk products excluding cheese,,,,p,Very Low,10.85102118,9.67506324,yes,UP,1.19463468,2012,188.1974274
4006,2,,"Liquid wholemilk, including school and welfare",,,p,Medium,43.64427283,28.93354011,yes,UP,3.29731571,2012,17.86992926
4,3,,,"Liquid wholemilk, full price",,p,Medium,43.64427283,28.93354011,yes,UP,3.29731571,2012,17.86992926
402,4,,,,UHT milk,p,Very High,210.8016035,156.5732848,,,22.37229403,2012,0.202984016
403,4,,,,Sterilised,p,,,,,,,2012,0.178507396
404,4,,,,Pasteurised/ homogenised,p,Medium,41.67560865,27.33921225,yes,UP,3.308819082,2012,17.48843785
501,3,,,School milk [note 6],,p,,,,,,,2012,
601,3,,,Welfare milk [note 11],,p,,,,,,,2012,
9017,2,,Other milk and cream,,,p,Low,7.768273464,7.660124713,yes,,1.299762559,2012,170.3274981
15,3,,,Skimmed milks,,p,Low,13.48125505,3.642441465,,,1.613646178,2012,76.34809462
1502,4,,,,Fully skimmed milk,p,Medium,8.690551491,-1.87927497,,,4.59860425,2012,10.10467293
1503,4,,,,Semi-skimmed milk,p,Low,14.29696696,4.59550303,,,1.742507437,2012,66.24342168
901,3,,,Condensed or evaporated milk,,p,Very High,59.84701433,62.16986394,,,11.37573479,2012,1.335887413
11,3,,,Infant milks,,p,Very High,31.30706755,-41.40015582,,DOWN,12.44884429,2012,7.917623175
1102,4,,,,Infant or baby milks - ready to drink,p,Very High,-8.06775824,9.494090475,,,23.44304098,2012,1.470333147
1103,4,,,,Infant or baby milks - dried,p,Very High,42.93009418,-46.15230316,yes,DOWN,13.69137901,2012,6.447290028
1201,3,,,Instant dried milk,,p,Very High,92.41037066,75.86682239,,,35.61132416,2012,0.304732859
13,3,,,Yoghurt and fromage frais,,p,Low,-1.918383587,1.782127583,,,1.810873442,2012,52.11463827
1301,4,,,,Yoghurt,p,Low,-2.852441125,2.191551083,,,1.861250395,2012,45.9992212
1302,4,,,,Fromage frais,p,High,19.58639899,-5.312991672,,,6.296371425,2012,6.11541707
16,3,,,Other milks and dairy desserts,,p,Medium,10.23771682,32.19056447,yes,UP,3.225015141,2012,23.89165196
1603,4,,,,Dairy desserts - not frozen,p,Medium,14.34818708,12.72072673,,,3.430290122,2012,15.83604104
1605,4,,,,Dried milk products,p,Very High,-78.38346491,-94.77132605,,,66.48576807,2012,0.352205219
1607,4,,,,Milk drinks and other milks [note 7],p,Medium,2.876320129,27.39385065,yes,,4.89120927,2012,4.810943291
1608,4,,,,Non-dairy milk substitutes [note 7],p,High,10.36216301,70.74970909,yes,UP,7.09480968,2012,2.892462413
17,3,,,Cream,,p,Medium,0.756979582,19.28443255,yes,UP,2.85793387,2012,8.414869828
22023,2,Cheese,,,,p,Low,7.775775611,13.24210167,yes,UP,1.496765097,2012,80.57289825
22,3,,Natural cheese,,,p,Low,7.185594315,11.40377611,yes,,1.545719931,2012,73.87410758
2201,4,,,Hard cheese - cheddar type,,p,Low,10.9495788,14.14193431,yes,UP,1.739423494,2012,44.65502067
2202,4,,,Hard cheese - other uk or foreign equivalent,,p,Medium,-6.534494298,2.967366734,,,4.570259301,2012,5.57956827
2203,4,,,Hard cheese - edam or other foreign,,p,Medium,-3.652875522,0.869359048,,,3.79110679,2012,8.408023781
2205,4,,,Cottage cheese,,p,High,-21.44061722,-23.77836878,,,8.809530964,2012,1.62226516
2206,4,,,Soft natural cheese,,p,Medium,11.88806384,16.81036127,yes,,2.848293776,2012,13.60922969
2301,3,,Processed cheese,,,p,Medium,13.74754542,34.38620124,yes,UP,3.850343899,2012,6.698790671
31041,2,Carcase meat,,,,p,Low,-1.503902046,-8.303600479,,DOWN,2.677728062,2012,135.7520895
31,3,,Beef and veal,,,p,Low,-2.211987192,-7.500551378,,DOWN,2.970453093,2012,77.1293779
3102,4,,,Beef joints - on the bone,,p,Very High,-64.07939541,-58.18550874,,,42.73541364,2012,0.441696017
3103,4,,,Beef joints - boned,,p,High,-17.86120953,-4.98803054,,,6.456036896,2012,14.66510979
3104,4,,,Beef steak - less expensive,,p,Medium,-4.931626044,9.11860696,,,4.54702647,2012,11.8116913
3105,4,,,Beef steak - more expensive,,p,High,-9.370153051,-21.86787619,,DOWN,6.490757999,2012,21.12626087
3106,4,,,Minced beef,,p,Medium,15.35112373,-1.755318928,,,3.24431667,2012,28.55370511
3107,4,,,All other beef and veal,,p,Very High,304.0002048,10.9767159,,,58.04389391,2012,0.530914806
36,3,,Mutton and lamb,,,p,High,-1.490039181,-20.55070249,,DOWN,5.970417223,2012,28.72268514
3601,4,,,Mutton,,p,Very High,14.48559034,-38.47596544,,,36.66097973,2012,0.699821944
3602,4,,,Lamb joints,,p,Very High,9.790524256,-14.67238206,,,9.21811683,2012,14.05964868
3603,4,,,Lamb chops,,p,High,-18.23360668,-11.78918101,,,8.67483561,2012,9.376594618
3604,4,,,All other lamb,,p,High,4.685116078,-42.57949382,,,15.50511624,2012,4.586619899
41,3,,Pork,,,p,Medium,1.042562067,5.501678969,,,3.646050121,2012,29.90002643
4101,4,,,Pork joints,,p,High,-18.4504817,1.45871536,,,6.407215374,2012,8.965526844
4102,4,,,Pork chops,,p,High,27.66715436,-9.715547709,,,8.053774612,2012,5.762081234
4103,4,,,Pork fillets and steaks,,p,Medium,1.914885979,5.17673209,,,5.088123865,2012,9.366577387
4104,4,,,All other pork,,p,High,19.4484542,20.74230202,,,7.100355132,2012,5.805840965
46095,2,Non-carcase meat and meat products,,,,p,Very Low,7.160462506,-0.018766395,,,1.216973702,2012,470.5219273
46,3,,Liver,,,p,Very High,-40.1495376,-11.62725898,,,13.47210092,2012,0.978548631
4603,4,,,Ox liver,,p,Very High,-19.62262809,-49.76358295,,,47.51440262,2012,0.039754783
4604,4,,,Lambs liver,,p,Very High,55.21563458,17.62955303,,,18.7340963,2012,0.432473749
4605,4,,,Pigs liver,,p,Very High,-67.18942437,65.82833659,,,26.27590384,2012,0.187756058
4607,4,,,All other liver,,p,Very High,-79.73423815,-66.19458219,,,24.76947642,2012,0.318564042
51,3,,All offal other than liver,,,p,Very High,238.3493296,94.11080767,,,21.39304024,2012,0.852388951
55,3,,"Bacon and ham, uncooked",,,p,Low,10.2647188,-1.893967537,,,2.430242064,2012,44.15438687
5502,4,,,"Bacon and ham joints, uncooked",,p,High,-6.278032424,-22.71388149,,DOWN,5.470671929,2012,13.22411464
5505,4,,,"Bacon and ham rashers, uncooked",,p,Low,15.86466073,5.919028628,,,2.432353647,2012,30.93027223
58,3,,"Bacon and ham, cooked",,,p,Low,0.104069316,3.558289204,,,2.008375487,2012,40.27511042
59,3,,Cooked poultry not purchased in cans,,,p,Medium,18.16182154,-8.576213588,,,3.89647798,2012,29.81368209
5903,4,,,"Chicken and turkey, cooked",,p,Medium,0.033376428,-11.3907859,,,3.392303838,2012,20.92989029
5904,4,,,Takeaway chicken,,p,High,57.50626425,-4.390147163,,,8.530309324,2012,8.8837918
62,3,,"Corned beef, canned or sliced",,,p,Medium,-1.026796537,-9.005184262,,,4.732987725,2012,5.156704706
66,3,,Other cooked meat,,,p,Medium,3.760286217,17.89185241,,,3.964209413,2012,13.32920228
71,3,,Other canned meat and canned meat products,,,p,High,20.60969028,-3.965766359,,,6.472696263,2012,6.469750723
74,3,,"Chicken, uncooked - whole chicken or chicken pieces",,,p,Low,13.12587338,6.12452762,,,2.179384185,2012,86.19103295
77,3,,"Other poultry, uncooked (including frozen)",,,p,High,18.7980818,-3.525841275,,,7.393034908,2012,12.88286412
7703,4,,,"Turkey, uncooked - whole turkey or turkey pieces",,p,High,35.14801555,6.259091941,,,8.884329609,2012,11.01296257
7704,4,,,"Poultry other than chicken or turkey, uncooked",,p,Very High,-31.7350752,-38.29450998,,DOWN,11.6374887,2012,1.869901542
78,3,,"Other fresh, chilled and frozen meat",,,p,Very High,-48.60164681,145.3907108,,,26.39471095,2012,0.69207326
79,3,,"Sausages, uncooked - pork",,,p,Medium,9.149814716,10.51136032,,,2.507923811,2012,25.33866443
80,3,,"Sausages, uncooked - beef and other sausages",,,p,Very High,3.927387229,-0.597591017,,,9.385822605,2012,1.689911224
83,3,,"Meat pies and sausage rolls, ready to eat",,,p,Medium,-4.893899307,3.39968859,,,3.95962215,2012,10.16214281
8302,4,,,"Meat pies, ready to eat",,p,High,-7.442880633,13.81027813,,,5.548343117,2012,5.410281528
8303,4,,,"Sausage rolls, ready to eat",,p,Medium,-1.63142583,-6.860631666,,,5.255468549,2012,4.751861279
84,3,,"Meat pies, pasties and puddings, frozen or not frozen",,,p,Medium,7.406754517,6.218903389,,,3.265608096,2012,21.71747776
85,3,,"Burgers, frozen or not frozen",,,p,Medium,10.21944662,21.51992493,,,3.889761667,2012,9.386618549
89,3,,Ready meals and convenience meat products,,,p,Low,2.856906445,5.479216291,,,2.083731545,2012,85.72958792
8901,4,,,"Complete meat-based ready meals, frozen or not frozen",,p,Medium,-3.8375991,0.000263125,,,3.214864872,2012,45.24376626
8902,4,,,"Other convenience meat products, frozen or not frozen",,p,Low,9.509984609,10.77581537,,,2.363383533,2012,40.48582165
93,3,,Pate and delicatessen type sausage,,,p,Medium,-8.107595165,6.088202161,,,3.744031464,2012,11.86559888
9301,4,,,Pate,,p,High,-2.03891342,15.09442363,,,6.175821105,2012,2.430112525
9302,4,,,Delicatessen type sausages,,p,Medium,-9.155050816,4.565306866,,,4.24114341,2012,9.435486352
94,3,,Meat pastes and spreads,,,p,Very High,-50.71209797,-38.14666482,,,14.09735285,2012,0.632325453
95,3,,Takeaway meats,,,p,Medium,10.36160673,-23.24976773,yes,DOWN,4.180911576,2012,63.20385529
9501,4,,,Takeaway meat pies and pasties,,p,Very High,7.339967088,-33.18004137,,,16.12631529,2012,1.828304412
9502,4,,,Takeaway burger and bun,,p,High,9.809685971,-6.423706617,,,8.199500667,2012,7.372912991
9503,4,,,Takeaway kebabs,,p,Very High,39.64196215,-2.92950364,,,9.954210078,2012,8.274933625
9504,4,,,Takeaway sausages and saveloys,,p,Very High,53.3293105,-6.674199364,,,18.91050783,2012,2.221715995
9505,4,,,Takeaway meat based meals,,p,Medium,2.062038087,-32.19047088,yes,DOWN,4.946834853,2012,43.31101482
9506,4,,,Takeaway miscellaneous meats,,p,Very High,79.69493798,27.19711708,,,37.75148277,2012,0.194973443
100123,2,Fish,,,,p,Low,-0.254628588,-2.023755114,,,2.031828766,2012,123.7652338
102,3,,"White fish, fresh, chilled or frozen",,,p,High,-4.489522652,12.22474209,,,5.908871648,2012,17.66301813
10201,4,,,"White fish, fresh or chilled",,p,High,-8.189118116,-1.793379251,,,6.369383299,2012,12.61135375
10202,4,,,"White fish, frozen",,p,Very High,7.563640049,86.09206274,,,13.26234114,2012,5.051664381
106,3,,"Herrings and other blue fish, fresh, chilled or frozen",,,p,Very High,-6.869652686,-28.63279038,,,11.60358955,2012,3.779546438
10601,4,,,"Herrings and other blue fish, fresh or chilled",,p,Very High,6.888934454,-22.51003489,,,12.87025604,2012,3.335754088
10602,4,,,"Herrings and other blue fish, frozen",,p,Very High,-59.68978533,-60.44712293,,,26.6498739,2012,0.443792351
107,3,,"Salmon, fresh, chilled or frozen",,,p,Medium,-9.52539242,9.532342914,,,4.332192483,2012,13.90440804
10701,4,,,"Salmon, fresh or chilled",,p,Medium,-8.28480776,16.90550481,,,4.469051536,2012,12.94185602
10702,4,,,"Salmon, frozen",,p,Very High,-33.61393192,-59.30995597,yes,DOWN,15.1885294,2012,0.962552023
10801,3,,"Blue fish, dried or salted or smoked",,,p,High,-19.69790066,-11.67905254,,,5.059662347,2012,7.644591844
11401,3,,"White fish, dried, salted or smoked",,,p,High,-43.05908623,-50.29546189,yes,DOWN,9.057610121,2012,2.613409556
117,3,,Shellfish,,,p,Medium,26.51399952,19.47232688,,,5.000308377,2012,11.47661771
11702,4,,,"Shellfish, fresh or chilled",,p,High,28.67000339,19.50317692,,,6.348763888,2012,7.164843551
11703,4,,,"Shellfish, frozen",,p,High,22.70041379,19.415146,,,7.722456586,2012,4.311774156
118,3,,Takeaway fish,,,p,High,22.49005257,-17.49880142,,DOWN,6.096913913,2012,13.33230626
119,3,,"Salmon, tinned",,,p,Very High,-13.22443126,-30.14629502,,,10.71768378,2012,2.396658042
120,3,,Other tinned or bottled fish,,,p,Medium,-6.251909301,-25.0166959,yes,DOWN,3.641956744,2012,13.84617766
121,3,,Ready meals and other fish products - frozen or not frozen,,,p,Medium,3.046959974,-2.063196305,,,2.723899032,2012,32.6036729
123,3,,Takeaway fish meals and fish products,,,p,High,3.044688142,53.64071155,,,10.52715531,2012,4.504827225
12304,4,,,Takeaway fish products,,p,Very High,-0.431156679,13.20445868,,,16.45726924,2012,0.693446418
12305,4,,,Takeaway fish based meals,,p,Very High,3.762203219,65.33944299,,,11.33568588,2012,3.811380807
12901,2,Eggs,,,,p,Low,28.69359194,21.27337883,yes,UP,1.836210352,2012,30.24942117
135148,2,Fats,,,,p,Low,31.49896935,23.57315509,yes,UP,1.787139399,2012,55.07616206
13501,3,,Butter,,,p,Medium,25.49015593,19.65544395,yes,,2.778849868,2012,20.09107339
138,3,,Margarine,,,p,Medium,41.38037757,35.35134372,yes,UP,3.415577663,2012,6.11862021
13801,4,,,Soft margarine,,p,Medium,40.58224611,32.88052924,yes,UP,3.511822647,2012,5.436817999
13802,4,,,Other margarine,,p,Very High,57.79624554,105.3028326,,,14.35632178,2012,0.681802211
139,3,,"Lard, cooking fat",,,p,Very High,69.65639014,18.66248682,,,11.83019313,2012,0.45555658
143,3,,Vegetable and salad oils,,,p,Medium,38.12409711,28.19033065,yes,,4.009123907,2012,12.82831522
14304,4,,,Olive oil,,p,High,19.83622626,17.92594198,,,5.926929612,2012,5.455713757
14305,4,,,Other vegetable and salad oils,,p,Medium,56.76083154,37.51494481,yes,UP,4.981397151,2012,7.372601463
148,3,,All other fats,,,p,Medium,21.90288746,11.67134517,,,3.129048179,2012,15.58259666
14802,4,,,Reduced fat spreads,,p,Medium,24.54805503,13.82261228,,,4.024711547,2012,8.782005223
14803,4,,,Low fat spreads,,p,High,16.44006622,13.73648912,,,7.250353697,2012,4.20009598
14805,4,,,Suet and dripping,,p,Very High,9.785627506,-12.76546235,,,14.9262165,2012,0.634297969
14807,4,,,Imitatation cream,,p,High,23.23945927,11.35397139,,,6.575953918,2012,1.96619749
150154,2,Sugar and preserves,,,,p,Medium,-4.188456933,5.242950307,,,2.773115765,2012,22.76731522
150,3,,Sugar,,,p,Medium,8.917612832,9.858893748,,,3.440238204,2012,10.83141917
151,3,,Jams and fruit curds,,,p,Medium,-24.77470891,-8.794442375,,,5.025953161,2012,4.312914499
152,3,,Marmalade,,,p,High,24.82435828,14.71783872,,,6.806636466,2012,1.886060606
153,3,,"Syrup, treacle",,,p,High,-12.30083511,20.11348894,,,7.291206623,2012,1.302895105
154,3,,Honey,,,p,High,-2.307114531,2.527187327,,,7.308167604,2012,4.434025844
t4,1,"Fresh and processed fruit and vegetables, including potatoes",,,,p,Low,2.590959755,0.914360435,,,1.124094135,2012,581.5604461
cat730,1,"Fresh and processed vegetables, including potatoes",,,,p,Very Low,8.640549137,4.601298576,,,1.018690555,2012,357.5990975
cat701,1,Fresh and processed potatoes,,,,p,Low,16.42533554,8.367573442,yes,,1.284062987,2012,121.2765763
155155,3,,Fresh potatoes,,,p,Low,18.12241973,-4.591484145,,DOWN,1.756534475,2012,37.17720251
15505,4,,,Fresh new potatoes [note 7],,p,Medium,28.29772878,5.229532479,,,3.527685485,2012,7.763801371
15506,4,,,Fresh baking potatoes [note 7],,p,Medium,38.50765617,1.891651846,,,4.101057247,2012,5.599613549
15504,4,,,Other fresh potatoes [note 7],,p,Low,8.826321279,-10.06832779,,DOWN,2.177335479,2012,23.81378759
cat710,2,,Processed potatoes,,,p,Low,16.02171249,12.0528916,yes,UP,1.5021303,2012,84.09937382
197,3,,,Chips and takeaway chips,,p,Medium,25.55501368,-3.106119678,,,2.49083888,2012,33.0732094
19702,4,,,,Chips - frozen or not frozen,p,Low,21.53767316,23.28053573,yes,UP,2.518107728,2012,14.14116981
19703,4,,,,Takeaway chips,p,Medium,29.94929259,-20.51138783,yes,DOWN,4.168927221,2012,18.93203959
198,3,,,Instant potato,,p,Very High,96.34378236,-18.56604077,,,26.91690615,2012,0.299119364
199,3,,,Canned potatoes,,p,Very High,22.42250084,-53.55490104,yes,DOWN,13.33002361,2012,0.243138016
200,3,,,Crisps and potato snacks,,p,Low,11.55624055,27.30182232,yes,UP,1.88524334,2012,40.28943954
201,3,,,"Other potato products, frozen or not frozen",,p,Medium,9.954610515,8.627466136,,,3.059231828,2012,10.1944675
cat811,1,"Fresh and processed fruit and vegetables, excluding potatoes",,,,p,Very Low,-0.56609046,-0.90669597,,DOWN,1.114127013,2012,460.2838698
cat720,1,"Fresh and processed vegetables, excluding potatoes",,,,p,Very Low,5.042873572,2.771755505,,,1.25935025,2012,236.3225212
162171,2,,Fresh green vegetables,,,p,Low,3.073993575,0.479042362,,,1.681858079,2012,51.18593299
16201,3,,,Fresh cabbages,,p,Medium,7.530589804,5.589085398,,,3.840480224,2012,4.502743967
16301,3,,,Fresh brussels sprouts,,p,High,-8.373157903,-11.6402154,,,5.414177696,2012,2.216049067
16401,3,,,Fresh cauliflower,,p,Medium,6.841517191,0.776111806,,,2.547758739,2012,11.23476255
167,3,,,Leafy salads fresh,,p,Low,1.351047967,5.682745103,,,2.148092465,2012,22.25855054
16701,4,,,,Lettuce and leafy salads,p,Low,5.660826922,7.316026992,,,2.767933318,2012,8.472013652
16702,4,,,,Prepared lettuce salads,p,Medium,-1.057763356,4.731366456,,,2.919646267,2012,13.78653688
168,3,,,Fresh peas,,p,High,5.539225794,-17.05258491,,,5.98655507,2012,1.820869088
169,3,,,Fresh beans,,p,Medium,-7.26059236,-11.20499527,,,3.752347206,2012,6.262899629
171,3,,,Other fresh green vegetables,,p,Medium,10.48794908,0.763557073,,,4.368788542,2012,2.890058152
172183,2,,Other fresh vegetables,,,p,Low,4.065664395,-0.242713157,,,1.443961972,2012,113.2149916
172,3,,,Fresh carrots,,p,Low,3.400578923,-14.44263321,yes,DOWN,2.35569531,2012,9.788244849
173,3,,,Fresh turnips and swede,,p,High,15.63314939,-8.079466618,,,6.617192902,2012,1.361582428
174,3,,,Other fresh root vegetables,,p,Medium,-6.458990954,-7.560910213,,,4.243778469,2012,6.569079501
175,3,,,"Fresh onions, leeks and shallots",,p,Low,16.25798263,3.848997053,,,2.230145879,2012,14.61506729
176,3,,,Fresh cucumbers,,p,Low,25.86384448,11.44826395,,,2.448347734,2012,7.315570092
177,3,,,Fresh mushrooms,,p,Low,1.215232997,-3.200954465,,,2.223908501,2012,10.98751718
178,3,,,Fresh tomatoes,,p,Low,-0.075160537,0.545762149,,,2.094713021,2012,23.81797309
183,3,,,Miscellaneous fresh vegtables,,p,Low,1.546729372,0.622749299,,,1.958375422,2012,38.75995719
18301,4,,,,"Fresh vegetable stewpack, stirfry pack etc.",p,Medium,-13.24079003,-20.06795004,yes,DOWN,4.981274792,2012,8.11796155
18302,4,,,,Fresh stem vegetables,p,Medium,-6.668710374,1.465981683,,,3.4783801,2012,7.659599433
18303,4,,,,"Fresh marrow, courgettes, aubergine, pumpkin and other vegetables",p,Low,3.000800814,0.615598061,,,2.35626687,2012,17.8227751
18304,4,,,,Fresh herbs,p,Medium,25.37191494,23.96732311,yes,,3.488752393,2012,5.159621105
cat702,2,,Processed vegetables excluding processed potatoes,,,p,Low,7.236623576,7.818212418,,,1.814768494,2012,71.92159659
184,3,,,"Tomatoes, canned or bottled",,p,High,29.51865905,15.93048061,,,4.610733792,2012,6.148879262
185,3,,,"Peas, canned",,p,High,3.925195101,-8.050491645,,,5.400679375,2012,1.860429646
188,3,,,Beans canned,,p,Medium,13.45076466,17.57747027,yes,UP,2.68526897,2012,12.20371786
18802,4,,,,Baked beans in sauce,p,Medium,7.97873785,6.391125937,,,3.010831004,2012,9.992951761
18803,4,,,,Other canned beans and pulses,p,High,25.49640389,46.81509517,yes,UP,5.145857364,2012,2.2107661
191,3,,,Other canned vegetables,,p,Medium,-0.372642753,,,,4.866696691,2012,4.03380222
192,3,,,Dried pulses other than air-dried,,p,Very High,-0.924001979,71.02833848,,,14.85289196,2012,1.686734922
195,3,,,Air-dried vegetables,,p,Very High,-12.5335883,48.24409731,,,14.0815896,2012,0.322143354
196,3,,,Vegetable juices and purees,,p,High,42.62037612,26.88358807,,,6.226791772,2012,1.750449587
19602,4,,,,Tomato puree and vegetable purees,p,High,39.85638348,34.08801068,yes,,5.784817162,2012,1.138078932
19603,4,,,,"Vegetable juices eg tomato juice, carrot juice",p,Very High,53.55811291,6.299145112,,,18.91992422,2012,0.612370655
203,3,,,"Peas, frozen",,p,Medium,15.22384319,-2.765712407,,,4.057962825,2012,4.843707829
204,3,,,"Beans, frozen",,p,Very High,107.5869435,53.21159249,,,11.66453258,2012,0.604580435
206,3,,,Ready meals and other vegetable products (inc takeaways),,p,Low,-0.715938902,1.817603756,,,2.583336525,2012,32.80070626
20601,4,,,,"Ready meals and other vegetable products, frozen or not frozen",p,Medium,3.375492242,8.913133137,,,2.588634593,2012,24.57685691
20604,4,,,,All vegetable takeaway products,p,High,-16.40644451,-22.21525644,,DOWN,6.368788993,2012,8.223849344
208,3,,,Other frozen vegetables,,p,Medium,39.09651159,,,,4.095252358,2012,5.666445222
cat810,1,Fresh and processed fruit,,,,p,Low,-6.037544928,-4.629231993,,DOWN,1.284720387,2012,223.9613486
210231,2,,Fresh fruit,,,p,Low,-6.823999764,-8.513301212,yes,DOWN,1.396493357,2012,151.9824595
210,3,,,Fresh oranges,,p,Medium,-2.296280646,8.080054343,,,4.351749622,2012,6.769180622
214,3,,,Other fresh citrus fruits,,p,Low,-5.709045398,-11.28746356,,DOWN,2.404449296,2012,15.25634913
217,3,,,Fresh apples,,p,Low,-21.92565562,-20.7654913,yes,DOWN,2.131440432,2012,23.94769778
218,3,,,Fresh pears,,p,Medium,-5.377604307,-12.38699624,,DOWN,3.751374182,2012,6.458660432
221,3,,,Fresh stone fruit,,p,Medium,-4.022610006,-12.66711542,,DOWN,2.748696937,2012,17.82579324
222,3,,,Fresh grapes,,p,Medium,-7.960521279,-6.059234431,,,2.519658848,2012,18.85875595
227,3,,,Other fresh soft fruit,,p,Low,-8.50331745,-2.552674296,,,2.235727434,2012,27.94419266
228,3,,,Fresh bananas,,p,Low,-0.651758519,-13.87635526,yes,DOWN,1.58546289,2012,19.94248422
229,3,,,Fresh melons,,p,High,-3.230518928,-9.35753912,,,4.788240051,2012,4.717107847
231,3,,,Other fresh fruit,,p,Medium,14.31646257,7.753423568,,,3.939153484,2012,10.2622376
233248,2,,Processed fruit and fruit products,,,p,Low,-4.332311124,4.763404971,,,1.811688578,2012,71.97888909
233,3,,,"Tinned peaches, pears and pineapples",,p,High,-20.24561881,-39.02816088,yes,DOWN,7.677417615,2012,1.91161332
236,3,,,All other tinned or bottled fruit,,p,Medium,-12.15861477,4.338466696,,,4.878329762,2012,3.919016366
240,3,,,Dried fruit,,p,Medium,-12.72881858,-8.167390952,,,4.640149935,2012,9.464463018
241,3,,,"Frozen strawberries, apple slices, peach halves, oranges and other frozen fruits",,p,High,-11.98538999,16.09207489,,,6.52667528,2012,0.776033409
245,3,,,"Nuts, edible seeds and peanut butter",,p,Medium,-9.971091829,-5.385812154,,,3.021992818,2012,19.3681647
24502,4,,,,Nuts and edible seeds,p,Medium,-10.31054265,-6.854691506,,,3.245544002,2012,17.59432201
24503,4,,,,Peanut butter,p,High,-7.421153159,6.880248097,,,6.347317486,2012,1.773842688
248,3,,,Pure fruit juices,,p,Low,6.634984536,21.80892724,yes,UP,2.44451883,2012,36.53959828
251263,2,Bread,,,,p,Very Low,14.23365726,2.426355703,,,1.224701283,2012,123.2204174
cat850,3,,White bread,,,p,Low,20.29783574,2.822515869,,,1.832034532,2012,36.23381723
251,4,,,"White bread, standard, unsliced",,p,High,-4.814310093,-15.02908586,,,5.693215171,2012,4.131766912
252,4,,,"White bread, standard, sliced",,p,Low,21.66382425,0.812903027,,,2.005099133,2012,31.81425254
257,4,,,"White bread, premium, sliced and unsliced",,p,High,125.0235419,11841.34175,yes,UP,13.98663694,2012,0.163385981
258,4,,,"White bread, soft grain, sliced and unsliced",,p,High,-1.233164451,-17.41425451,,,8.92775639,2012,0.124411795
cat851,3,,Brown and wholemeal bread,,,p,Low,5.33861493,-4.654434833,,,2.249913947,2012,23.05824352
259,4,,,"Brown bread, sliced and unsliced",,p,Medium,11.64158663,6.358414931,,,5.209143578,2012,5.570076413
260,4,,,"Wholemeal and granary bread, sliced and unsliced",,p,Medium,3.483046075,-7.690172985,,,2.486746125,2012,17.48816711
263,3,,Total other bread,,,p,Low,14.36967731,3.924347836,,,1.636139373,2012,63.92835663
26302,4,,,"Rolls - white, brown or wholemeal",,p,Low,12.32053623,0.986576943,,,2.564509442,2012,15.06070007
26303,4,,,Malt bread and fruit loaves,,p,High,0.103820387,-21.00588661,,,5.467745274,2012,2.065293913
26304,4,,,Vienna and french bread,,p,Medium,8.221779147,-16.57056616,,DOWN,4.13103118,2012,6.448028829
26305,4,,,Starch reduced bread and rolls,,p,Very High,94.64102836,63.48777069,,,12.16534125,2012,1.211029587
26308,4,,,Other breads,,p,Low,10.79271261,14.37916777,yes,,2.075350634,2012,21.62323858
26309,4,,,Sandwiches,,p,Medium,10.22736118,5.831578526,,,4.114884895,2012,9.493552855
26310,4,,,Sandwiches from takeaway,,p,High,41.94316811,1.500233401,,,8.937451142,2012,4.236373232
26311,4,,,Takeaway breads,,p,High,31.47682012,-7.856038547,,,8.202568766,2012,3.790139572
26401,2,,Flour,,,p,High,-5.887913167,7.370161212,,,6.982507882,2012,5.382457329
267270,2,,"Cakes, buns and pastries",,,p,Low,0.44379877,15.34191721,yes,UP,3.035466316,2012,69.5636161
267,3,,,"Buns, scones and teacakes",,p,Low,15.06336383,18.84287527,yes,UP,2.182108423,2012,55.60101965
270,3,,,Cakes and pastries,,p,Low,-3.780211645,14.17975682,yes,UP,3.873869649,2012,54.16121579
27001,4,,,,"Cakes and pastries, not frozen",p,Low,-3.793998934,14.00123539,yes,UP,4.038827757,2012,1.439803861
27002,4,,,,Takeaway pastries,p,High,-3.500839324,17.90979985,,,10.30195617,2012,13.96259645
271277,1,,Biscuits and crispbreads,,,p,Low,-0.644133005,-0.340341031,,,1.55703088,2012,74.46497112
27101,3,,,Crispbread,,p,Medium,17.47559777,4.97506956,,,4.55009634,2012,25.04238751
274,3,,,Biscuits other than chocolate,,p,Low,-3.39226895,-3.537954309,,,1.936486379,2012,45.5176346
27402,4,,,,Sweet biscuits (not chocolate) and cereal bars,p,Low,-4.53468154,-4.313344902,,,2.194343353,2012,39.67967095
27403,4,,,,Cream crackers and other unsweetened biscuits,p,Medium,1.845462303,-0.057436909,,,3.462598519,2012,5.837963648
277,3,,,Chocolate biscuits,,p,Low,1.513055852,3.95407581,,,2.076696965,2012,3.904949011
281301,2,,Other cereals and cereal products,,,p,Low,4.597626876,-4.082711823,,DOWN,1.353552081,2012,224.5562182
281,3,,,Oatmeal and oat products,,p,High,0.58407177,19.07248934,,,4.902384158,2012,4.616093996
282,3,,,Breakfast cereals,,p,Low,-6.373618084,-12.99981686,yes,DOWN,2.080295273,2012,44.36128373
28202,4,,,,Muesli,p,Medium,-7.502455697,-22.77911693,yes,DOWN,4.993097963,2012,5.409276996
28203,4,,,,High fibre breakfast cereals,p,Medium,-4.262507324,-9.510200832,,,3.458740482,2012,16.48818802
