code,code_level,food_category,food_group,major_food_code,minor_food_code,units,rse_indicator_,percentage_change_since_2021_22,percentage_change_since_2019_20,significance,trend_since_2019_20_,reliability_of_3_year_percent_relative_se,year,quantity
5904,4,,,,Takeaway chicken,g,High,53.79973971,-19.48370605,,,8.511854091,1978,0.537490964
62,3,,,"Corned beef, canned or sliced",,g,Medium,-10.94345359,-13.37342948,,,5.325198247,1978,25.38402214
66,3,,,Other cooked meat,,g,Medium,-6.062065481,0.030859864,,,4.741987524,1978,13.12563686
71,3,,,Other canned meat and canned meat products,,g,High,0.698081582,-25.38799064,yes,DOWN,6.789006614,1978,37.24064924
74,3,,,"Chicken, uncooked - whole chicken or chicken pieces",,g,Low,-0.959338218,-7.796271371,,DOWN,2.17747481,1978,138.2297295
77,3,,,"Other poultry, uncooked (including frozen)",,g,High,13.33135609,-10.54841857,,,8.052131133,1978,13.94553636
7703,4,,,,"Turkey, uncooked - whole turkey or turkey pieces",g,High,14.12393661,-5.867012768,,,9.084400115,1978,12.57837758
7704,4,,,,"Poultry other than chicken or turkey, uncooked",g,Very High,8.997191209,-30.37412226,,,15.46668276,1978,1.367158784
78,3,,,"Other fresh, chilled and frozen meat",,g,Very High,-60.89808027,129.1141494,,,35.61515302,1978,2.189172305
79,3,,,"Sausages, uncooked - pork",,g,Medium,4.829254788,-0.494068596,,,2.514140526,1978,55.19378355
80,3,,,"Sausages, uncooked - beef and other sausages",,g,Very High,134.5730884,88.3124491,,,28.83494303,1978,53.60812601
83,3,,,"Meat pies and sausage rolls, ready to eat",,g,Medium,-8.91443914,-10.07975456,,,3.778616059,1978,24.17892968
8302,4,,,,"Meat pies, ready to eat",g,High,-13.20670492,-3.467439924,,,5.65353751,1978,18.37598656
8303,4,,,,"Sausage rolls, ready to eat",g,Medium,-4.447695588,-15.54789411,,,4.666041799,1978,5.802943124
84,3,,,"Meat pies, pasties and puddings, frozen or not frozen",,g,Medium,2.045234334,-8.77906629,,,3.072833384,1978,21.1709592
85,3,,,"Burgers, frozen or not frozen",,g,Medium,-0.118527038,0.552168841,,,4.092438645,1978,24.56489014
89,3,,,Ready meals and convenience meat products,,g,Low,-4.184602932,-8.371974964,,,1.983957732,1978,51.14851011
8901,4,,,,"Complete meat-based ready meals, frozen or not frozen",g,Medium,-6.632229428,-10.21414291,,,2.87065059,1978,8.91636931
8902,4,,,,"Other convenience meat products, frozen or not frozen",g,Low,-1.668237644,-6.499276034,,,2.380962791,1978,42.2321408
93,3,,,Pate and delicatessen type sausage,,g,Medium,-12.29281183,-8.933006198,,,3.847183703,1978,11.92811985
9301,4,,,,Pate,g,Medium,-5.395394571,0.940384538,,,5.468931506,1978,
9302,4,,,,Delicatessen type sausages,g,Medium,-13.85744882,-11.09935274,,,4.520638825,1978,11.92811985
94,3,,,Meat pastes and spreads,,g,Very High,-43.23278458,-11.34208984,,,14.29569715,1978,5.995315736
95,3,,,Takeaway meats,,g,Medium,6.899810463,-41.07410421,yes,DOWN,3.745945679,1978,19.9918649
9501,4,,,,Takeaway meat pies and pasties,g,Very High,-0.442203789,-44.15586936,,,18.50306028,1978,4.302288777
9502,4,,,,Takeaway burger and bun,g,High,-18.06311754,-44.62819422,yes,DOWN,7.083912615,1978,1.845459133
9503,4,,,,Takeaway kebabs,g,High,55.88825596,-24.85274994,,,8.801886133,1978,1.631764081
9504,4,,,,Takeaway sausages and saveloys,g,Very High,36.94628729,-40.1389034,yes,DOWN,10.64738517,1978,0.576309292
9505,4,,,,Takeaway meat based meals,g,Medium,2.665859347,-44.15969913,yes,DOWN,4.566746088,1978,11.63604362
9506,4,,,,Takeaway miscellaneous meats,g,Very High,136.4288387,82.65270619,,,28.47808311,1978,
100123,2,,Fish,,,g,Low,-6.926828914,-15.14178002,yes,DOWN,1.881575312,1978,121.6619225
102,3,,,"White fish, fresh, chilled or frozen",,g,High,-6.295711304,-5.615002756,,,6.350359717,1978,46.37019852
10201,4,,,,"White fish, fresh or chilled",g,High,-2.418381962,-20.72105091,,,6.673382534,1978,33.20050738
10202,4,,,,"White fish, frozen",g,Very High,-13.22933578,53.02152036,,,13.33519808,1978,13.16969114
106,3,,,"Herrings and other blue fish, fresh, chilled or frozen",,g,Very High,-9.744267757,-48.11327374,yes,DOWN,10.27800306,1978,2.198176399
10601,4,,,,"Herrings and other blue fish, fresh or chilled",g,Very High,0.643198745,-47.09492531,yes,DOWN,11.49407602,1978,2.198176399
10602,4,,,,"Herrings and other blue fish, frozen",g,Very High,-42.14856419,-53.02085419,,,22.79567556,1978,
107,3,,,"Salmon, fresh, chilled or frozen",,g,High,-16.15112526,11.54563055,,,6.032253051,1978,2.22771735
10701,4,,,,"Salmon, fresh or chilled",g,High,-15.07647178,23.93244324,,,6.351273947,1978,2.22771735
10702,4,,,,"Salmon, frozen",g,Very High,-34.13619163,-64.66438206,yes,DOWN,14.41050561,1978,
10801,3,,,"Blue fish, dried or salted or smoked",,g,Medium,-22.55512103,-23.52584914,yes,DOWN,4.577377204,1978,4.168325178
11401,3,,,"White fish, dried, salted or smoked",,g,High,-48.22163807,-60.72604635,yes,DOWN,8.946564341,1978,5.516695588
117,3,,,Shellfish,,g,Medium,16.53151476,3.963410336,,,4.878889886,1978,2.388792783
11702,4,,,,"Shellfish, fresh or chilled",g,High,13.72579817,5.516150218,,,5.922500226,1978,1.600491165
11703,4,,,,"Shellfish, frozen",g,High,20.82102649,1.807454378,,,8.175315154,1978,0.788301618
118,3,,,Takeaway fish,,g,High,5.14512328,-43.12956781,yes,DOWN,6.003261356,1978,17.33304431
119,3,,,"Salmon, tinned",,g,High,-20.36198826,-32.78297936,,,9.510280894,1978,4.822950228
120,3,,,Other tinned or bottled fish,,g,Medium,-10.87154505,-28.25408135,yes,DOWN,3.729045789,1978,10.46639206
121,3,,,Ready meals and other fish products - frozen or not frozen,,g,Medium,-3.223375215,-13.02064866,yes,DOWN,2.474065499,1978,24.02306474
123,3,,,Takeaway fish meals and fish products,,g,High,-13.78736886,-9.119757237,,,8.859715432,1978,2.146565303
12304,4,,,,Takeaway fish products,g,Very High,-22.09369858,-30.39654446,,,17.53213157,1978,0.440321088
12305,4,,,,Takeaway fish based meals,g,High,-12.00626326,-3.520757303,,,9.708737298,1978,1.706244215
129129,2,,Eggs,,,no.,Low,10.36464654,-10.02379662,,DOWN,1.910931188,1978,3.633987056
135148,2,,Fats,,,g,Low,9.926146148,-3.256319973,,,2.054476125,1978,319.3492009
135,3,,,Butter,,g,Medium,4.365830349,3.023748358,,,2.668414345,1978,119.2151221
138,3,,,Margarine,,g,Medium,15.99998242,6.53274933,,,3.168515388,1978,105.8007879
13801,4,,,,Soft margarine,g,Medium,13.94549025,3.350872522,,,3.22292056,1978,70.83153023
13802,4,,,,Other margarine,g,Very High,48.18111828,69.32164523,,,14.17578883,1978,34.96925766
139,3,,,"Lard, cooking fat",,g,Very High,12.5441672,-14.24627414,,,11.19599899,1978,60.23932725
143,3,,,Vegetable and salad oils,,ml,Medium,16.87960031,-4.847639011,,,4.546714089,1978,24.46590297
14304,4,,,,Olive oil,ml,High,4.786509683,-4.066896637,,,5.882135932,1978,4.893180593
14305,4,,,,Other vegetable and salad oils,ml,High,22.37832933,-5.148184884,,,5.76443208,1978,19.57272237
148,3,,,All other fats,,g,Medium,-2.130798897,-15.35995967,yes,DOWN,2.874822252,1978,9.628060646
14802,4,,,,Reduced fat spreads,g,Medium,-3.528818285,-19.3401093,yes,DOWN,3.639487891,1978,2.888418194
14803,4,,,,Low fat spreads,g,High,2.016559618,-3.961110882,,,6.932301304,1978,4.428907897
14805,4,,,,Suet and dripping,g,Very High,-16.88060784,-41.78129362,,,13.31364131,1978,0.385122426
14807,4,,,,Imitatation cream,g,High,0.397237085,-7.239510733,,,6.536216298,1978,1.925612129
150154,2,,Sugar and preserves,,,g,Low,-6.189871786,-10.71364598,,DOWN,2.508044709,1978,480.7758775
150,3,,,Sugar,,g,Medium,-3.251668146,-9.574130135,,DOWN,3.366334324,1978,414.5736094
151,3,,,Jams and fruit curds,,g,Medium,-15.49832939,-15.00425028,,DOWN,3.896905065,1978,32.15198966
152,3,,,Marmalade,,g,High,10.03159412,-6.968099371,,,6.03545222,1978,21.29669869
153,3,,,"Syrup, treacle",,g,High,-26.32209048,-19.68373123,,,7.893429306,1978,6.707992976
154,3,,,Honey,,g,Medium,-9.354116118,-10.04606831,,,5.722361767,1978,6.045586727
t4,1,"Fresh and processed fruit and vegetables, including potatoes",,,,g,Low,-2.590761,-8.816872,yes,DOWN,1.082521,1978,3366.634793
cat730,1,"Fresh and processed vegetables, including potatoes",,,,g,Very Low,0.493069355,-6.815979407,yes,DOWN,1.014836943,1978,2617.866437
cat701,1,Fresh and processed potatoes,,,,g,Low,4.707295137,-5.587766784,,DOWN,1.290958351,1978,1371.105748
155,3,,,Fresh potatoes,,g,Low,5.918558064,-5.516145758,,DOWN,1.732171197,1978,1257.134076
15505,4,,,,Fresh new potatoes [note 7],g,Medium,25.293437,-5.139855909,,,3.541358503,1978,518.0403925
15506,4,,,,Fresh baking potatoes [note 7],g,Medium,22.72270624,9.538632849,,,4.034926601,1978,319.9491901
15504,4,,,,Other fresh potatoes [note 7],g,Low,-1.381387709,-9.226195109,,DOWN,2.160587496,1978,419.144494
cat710,2,Processed potatoes,,,,g,Low,3.070633482,-5.687035429,,DOWN,1.642831865,1978,113.9716712
197,3,,,Chips and takeaway chips,,g,Low,10.77621843,-8.165989306,,DOWN,2.294815139,1978,76.54328027
19702,4,,,,Chips - frozen or not frozen,g,Medium,10.04190063,2.612784097,,,2.584949257,1978,36.74737861
19703,4,,,,Takeaway chips,g,Medium,14.77270715,-40.68060259,yes,DOWN,4.109088383,1978,39.79590166
198,3,,,Instant potato,,g,Very High,-42.003242,-48.14275404,,,32.55132549,1978,2.503757034
199,3,,,Canned potatoes,,g,Very High,15.43742381,-44.12790324,yes,DOWN,12.9859698,1978,4.603888313
200,3,,,Crisps and potato snacks,,g,Low,-2.968019061,4.6479774,,,1.799402827,1978,21.16366065
201,3,,,"Other potato products, frozen or not frozen",,g,Medium,-6.554858378,-8.388274528,,,3.05721769,1978,9.157084953
cat811,1,"Fresh and processed fruit and vegetables, excluding potatoes",,,,g,Very Low,-4.50316823,-9.7041966,yes,DOWN,1.012205074,1978,1995.529046
cat720,1,"Fresh and processed vegetables, excluding potatoes",,,,g,Very Low,-1.661070986,-7.471113607,yes,DOWN,1.223890518,1978,1246.760689
162171,2,,Fresh green vegetables,,,g,Low,-11.00742194,-7.459745561,,,2.872963008,1978,394.6671807
162,3,,,Fresh cabbages,,g,Medium,-30.37633564,-1.21542208,,,12.95752197,1978,144.651251
163,3,,,Fresh brussels sprouts,,g,High,-7.087048902,-7.806025916,,,5.685445866,1978,63.49764623
164,3,,,Fresh cauliflower,,g,Medium,-4.974879605,-11.05155504,,DOWN,2.466045587,1978,81.58294044
167,3,,,Leafy salads fresh,,g,Low,-6.539679441,1.654100446,,,1.961905854,1978,39.69779872
16701,4,,,,Lettuce and leafy salads,g,Medium,-5.363367505,6.267462784,,,2.548946866,1978,39.69779872
16702,4,,,,Prepared lettuce salads,g,Medium,-8.900653998,-6.783569709,,,2.913646047,1978,
168,3,,,Fresh peas,,g,High,-1.003885438,-29.28368529,,DOWN,6.92934318,1978,13.20667039
169,3,,,Fresh beans,,g,Medium,-16.90681264,-31.66821487,yes,DOWN,4.793407727,1978,43.87395931
171,3,,,Other fresh green vegetables,,g,Medium,8.856039696,0.498643679,,,4.184371123,1978,8.15691455
172183,2,,Other fresh vegetables,,,g,Low,-0.961568228,-9.591725913,yes,DOWN,1.39849554,1978,462.6547979
172,3,,,Fresh carrots,,g,Low,-5.65747505,-6.822977875,,DOWN,2.10408845,1978,113.2098901
173,3,,,Fresh turnips and swede,,g,High,1.151399607,-25.55382338,yes,DOWN,5.860453618,1978,41.22918439
174,3,,,Other fresh root vegetables,,g,Medium,-9.049962235,-14.76962787,,DOWN,3.446864498,1978,26.82405214
175,3,,,"Fresh onions, leeks and shallots",,g,Medium,9.016354103,-7.406346023,,DOWN,3.029381176,1978,98.49228938
176,3,,,Fresh cucumbers,,g,Low,3.704559474,3.161787506,,,2.18879728,1978,26.49648574
177,3,,,Fresh mushrooms,,g,Low,-5.144448591,-11.90238003,yes,DOWN,2.151441757,1978,14.70495218
178,3,,,Fresh tomatoes,,g,Low,-3.105667965,-14.36832794,yes,DOWN,2.087666351,1978,107.378717
183,3,,,Miscellaneous fresh vegtables,,g,Medium,-1.357355733,-11.16519654,,DOWN,2.567656021,1978,34.31922695
18301,4,,,,"Fresh vegetable stewpack, stirfry pack etc.",g,Medium,-20.90592,-35.50599107,yes,DOWN,5.048104776,1978,5.659863184
18302,4,,,,Fresh stem vegetables,g,Medium,-13.90823893,-11.31842116,,DOWN,2.94614524,1978,7.695718091
18303,4,,,,"Fresh marrow, courgettes, aubergine, pumpkin and other vegetables",g,Medium,5.245600131,-5.414264429,,,3.713244371,1978,16.53353086
18304,4,,,,Fresh herbs,g,Medium,32.81117229,1.984757924,,,4.080873594,1978,4.430114821
cat702,2,Processed vegetables excluding processed potatoes,,,,g,Low,2.291490361,-4.083350348,,DOWN,1.618650997,1978,389.4387103
184,3,,,"Tomatoes, canned or bottled",,g,Medium,13.51879145,-7.637033171,,,3.397534858,1978,38.21940928
185,3,,,"Peas, canned",,g,High,-9.799229664,-21.20511807,,DOWN,5.188595073,1978,76.07291333
188,3,,,Beans canned,,g,Medium,-5.419783545,-9.057719474,,,2.697919895,1978,122.4518496
18802,4,,,,Baked beans in sauce,g,Medium,-16.58159978,-23.17629278,yes,DOWN,2.988944911,1978,108.9821462
18803,4,,,,Other canned beans and pulses,g,High,24.97964189,36.56608562,yes,,5.163214937,1978,13.46970346
191,3,,,Other canned vegetables,,g,Medium,-8.345549199,,,,4.881551278,1978,32.86565802
192,3,,,Dried pulses other than air-dried,,g,Very High,6.497869331,93.73627634,,,17.11641822,1978,13.34570852
195,3,,,Air-dried vegetables,,g,Very High,-19.64716316,4.170742334,,,16.47708254,1978,0.563323671
196,3,,,Vegetable juices and purees,,ml,High,22.48579369,-3.933410372,,,6.787061834,1978,3.250514749
19602,4,,,,Tomato puree and vegetable purees,ml,High,14.95157801,17.0406823,,,6.407808165,1978,2.275360324
19603,4,,,,"Vegetable juices eg tomato juice, carrot juice",ml,Very High,48.5053783,-35.04847735,,,15.81801196,1978,0.975154425
203,3,,,"Peas, frozen",,g,Medium,8.498475353,0.993569796,,,3.744345875,1978,53.56746358
204,3,,,"Beans, frozen",,g,Very High,64.23732735,17.07088585,,,10.46442376,1978,16.13001025
206,3,,,Ready meals and other vegetable products (inc takeaways),,g,Low,-4.526217458,-4.756294951,,,2.213669864,1978,10.89348897
20601,4,,,,"Ready meals and other vegetable products, frozen or not frozen",g,Low,-4.055444697,0.032163931,,,2.324334118,1978,8.605856284
20604,4,,,,All vegetable takeaway products,g,High,-10.45712696,-42.14269137,yes,DOWN,5.463813689,1978,2.287632683
208,3,,,Other frozen vegetables,,g,Medium,19.03864784,,,,4.003870368,1978,22.07837034
cat810,1,Fresh and processed fruit,,,,g,Very Low,-7.492754021,-12.07694715,yes,DOWN,1.19520673,1978,748.7683566
210231,2,,Fresh fruit,,,g,Low,-10.53794168,-16.6534052,yes,DOWN,1.305634655,1978,530.786456
210,3,,,Fresh oranges,,g,High,-0.904407545,1.396441578,,,4.649987043,1978,86.86987374
214,3,,,Other fresh citrus fruits,,g,Low,-4.814630329,-14.17609401,yes,DOWN,2.404269907,1978,53.46432276
217,3,,,Fresh apples,,g,Medium,-20.21610134,-24.31019833,yes,DOWN,2.366229697,1978,204.201295
218,3,,,Fresh pears,,g,Medium,-8.738773441,-28.88563252,yes,DOWN,3.643371693,1978,19.49523032
221,3,,,Fresh stone fruit,,g,Medium,-7.242668702,-22.10230798,yes,DOWN,2.665555759,1978,21.62050858
222,3,,,Fresh grapes,,g,Medium,-14.76799832,-15.35380079,yes,DOWN,2.450474232,1978,7.052197089
227,3,,,Other fresh soft fruit,,g,Low,-16.78281228,-12.94756628,yes,DOWN,2.296605488,1978,22.24529883
228,3,,,Fresh bananas,,g,Low,-3.23580751,-13.61373595,yes,DOWN,1.550990073,1978,87.4773128
229,3,,,Fresh melons,,g,High,-28.10645489,-22.90298122,,,5.292122964,1978,5.02257738
231,3,,,Other fresh fruit,,g,Medium,-4.698701123,-15.07179897,,DOWN,3.729675388,1978,23.33783947
233248,2,,Processed fruit and fruit products,,,g,Low,-0.50348851,-0.84063295,,,1.891610991,1978,217.9819007
233,3,,,"Tinned peaches, pears and pineapples",,g,High,-20.31209011,-46.14669754,yes,DOWN,7.700494265,1978,57.23757653
236,3,,,All other tinned or bottled fruit,,g,Medium,-16.84416809,-7.288855212,,,5.000267931,1978,56.38286914
240,3,,,Dried fruit,,g,Medium,-16.65377182,-15.36946951,,,4.445643128,1978,32.67430276
241,3,,,"Frozen strawberries, apple slices, peach halves, oranges and other frozen fruits",,g,High,-26.7107267,-4.807815131,,,7.28146559,1978,3.880287868
245,3,,,"Nuts, edible seeds and peanut butter",,g,Medium,-14.26740905,-6.817692561,,,2.786302597,1978,11.19946267
24502,4,,,,Nuts and edible seeds,g,Medium,-12.29010121,-7.999450346,,,3.077131,1978,9.74353252
24503,4,,,,Peanut butter,g,High,-22.22544682,-1.04866655,,,5.602997516,1978,1.455930147
248,3,,,Pure fruit juices [note 8],,ml,Low,6.252448343,3.972775379,,,2.422254359,1978,56.6074017
251263,2,,Bread,,,g,Very Low,-0.004217105,-11.29556088,yes,DOWN,0.985146813,1978,981.6178368
cat850,3,White bread,,,,g,Low,4.483227349,-7.181903534,,DOWN,1.727953421,1978,766.8345629
251,4,,,"White bread, standard, unsliced",,g,High,-19.49402661,-32.58859212,yes,DOWN,5.434535016,1978,248.2169792
252,4,,,"White bread, standard, sliced",,g,Low,5.432680544,-7.311496006,,,1.895192781,1978,518.6175837
257,4,,,"White bread, premium, sliced and unsliced",,g,High,109.9636058,7569.65752,yes,UP,14.09351428,1978,
258,4,,,"White bread, soft grain, sliced and unsliced",,g,High,-18.56973005,-34.58514539,yes,,8.509462902,1978,
cat851,3,Brown and wholemeal bread,,,,g,Low,-10.48162702,-20.10333607,yes,DOWN,2.081376283,1978,117.3368202
259,4,,,"Brown bread, sliced and unsliced",,g,Medium,-2.041236882,-10.19505239,,,4.909904058,1978,96.16851363
260,4,,,"Wholemeal and granary bread, sliced and unsliced",,g,Low,-12.60996244,-22.51962464,yes,DOWN,2.330366302,1978,21.16830661
263,3,,,Total other bread,,g,Low,2.706601632,-9.398308456,yes,DOWN,1.396648285,1978,97.44645363
26302,4,,,,"Rolls - white, brown or wholemeal",g,Low,9.746743641,-9.077097497,,,2.463711626,1978,66.26358847
26303,4,,,,Malt bread and fruit loaves,g,High,-3.423045477,-25.19144895,yes,DOWN,5.988558191,1978,5.846787218
26304,4,,,,Vienna and french bread,g,Medium,-3.471562381,-22.87219588,yes,DOWN,3.59609888,1978,7.79571629
26305,4,,,,Starch reduced bread and rolls,g,High,61.14153612,33.87300228,,,11.06316683,1978,2.923393609
26308,4,,,,Other breads,g,Low,-0.858347184,-5.203537948,,DOWN,2.008080364,1978,9.744645363
26309,4,,,,Sandwiches,g,Medium,-2.163567741,-5.934976585,,,3.896096051,1978,3.897858145
26310,4,,,,Sandwiches from takeaway,g,High,27.5845212,-20.2494515,,,8.393453452,1978,0.974464536
26311,4,,,,Takeaway breads,g,High,22.14732593,-19.95137474,,,7.517179214,1978,
264264,2,,Flour,,,g,High,-15.07781577,-10.6529959,,,5.438671134,1978,176.8976248
267270,2,,"Cakes, buns and pastries",,,g,Low,-2.394376247,-1.144672155,,,1.639225568,1978,152.5211022
267,3,,,"Buns, scones and teacakes",,g,Low,-1.118949594,1.292469425,,,2.092430799,1978,34.70522546
270,3,,,Cakes and pastries,,g,Low,-3.096155138,-2.462300698,,,2.098911784,1978,117.8158767
27001,4,,,,"Cakes and pastries, not frozen",g,Low,-2.880120385,-2.302493949,,,2.119458401,1978,117.8158767
27002,4,,,,Takeaway pastries,g,High,-17.53979495,-13.59197605,,,10.60234667,1978,
271277,2,,Biscuits and crispbreads,,,g,Low,-3.899958208,-9.652328811,yes,DOWN,1.4288933,1978,206.9354894
271,3,,,Crispbread,,g,Medium,17.61485187,5.082346306,,,4.54754904,1978,10.90609982
274,3,,,Biscuits other than chocolate,,g,Low,-2.136440491,-10.73304712,yes,DOWN,1.724964135,1978,156.1258118
27402,4,,,,Sweet biscuits (not chocolate) and cereal bars,g,Low,-1.988132683,-11.83109065,yes,DOWN,1.91743516,1978,128.0231657
27403,4,,,,Cream crackers and other unsweetened biscuits,g,Medium,-2.934450012,-4.254461182,,,3.282022584,1978,28.10264613
277,3,,,Chocolate biscuits,,g,Low,-8.79349932,-9.203357354,,DOWN,1.988465909,1978,39.90357779
281301,2,,Other cereals and cereal products,,,g,Low,1.595933909,-7.787745297,yes,DOWN,1.478372479,1978,279.4921249
281,3,,,Oatmeal and oat products,,g,Medium,-12.48129152,15.51042064,,,4.764976723,1978,12.02612904
282,3,,,Breakfast cereals,,g,Low,-12.95853503,-20.75048535,yes,DOWN,2.036729076,1978,92.91460027
28202,4,,,,Muesli,g,Medium,-7.452444069,-24.95958375,yes,DOWN,5.381536796,1978,9.291460027
28203,4,,,,High fibre breakfast cereals,g,Medium,-19.31784996,-22.78686207,yes,DOWN,3.099531725,1978,35.3075481
28204,4,,,,Sweetened breakfast cereals,g,Medium,-7.033762116,-18.41081063,yes,DOWN,3.520072153,1978,23.22865007
28205,4,,,,Other breakfast cereals,g,Medium,-13.05423655,-15.14304009,,DOWN,4.062585932,1978,25.08694207
285,3,,,Canned milk puddings,,g,Medium,-10.46792378,-13.37872859,,,4.602637577,1978,43.22908028
28502,4,,,,Canned or fresh carton custard,g,High,-19.20069213,-11.47882268,,,5.250672907,1978,21.61454014
28503,4,,,,All canned milk puddings,g,High,9.147987341,-16.36362039,,,7.837577774,1978,21.61454014
286,3,,,Puddings,,g,High,-6.610529618,-6.173133911,,,5.394399225,1978,7.313925297
287,3,,,Rice,,g,High,23.66466213,-11.5653666,,,5.674450241,1978,18.94397029
28702,4,,,,Dried rice,g,High,44.3573325,-4.007223514,,,8.751236471,1978,10.04030425
28703,4,,,,Cooked rice,g,Medium,-5.534688564,-6.771455911,,,3.649840088,1978,0.947198514
28704,4,,,,Takeaway rice,g,High,-4.29319174,-54.7302311,yes,DOWN,5.239900334,1978,7.956467521
290,3,,,"Invalid foods, slimming foods and sports foods",,g,Very High,-35.04652851,-7.037134904,,,13.47562844,1978,0.335341436
291,3,,,Infant cereal foods,,g,Very High,-27.54815475,-24.1601851,,,12.48138324,1978,4.829756845
294,3,,,Cakes and pastries - frozen,,g,High,-2.498830361,-25.25796626,,DOWN,6.162034249,1978,7.977532264
295,3,,,Pasta,,g,High,20.03224934,5.417427723,,,4.378311554,1978,16.16984823
29501,4,,,,Canned pasta,g,High,-26.09538596,-36.54754066,yes,DOWN,6.357479891,1978,16.16984823
29502,4,,,,Dried and fresh pasta,g,High,27.3057011,12.66435637,,,4.939144952,1978,
29503,4,,,,Takeaway pasta and noodles,g,Very High,24.42965877,-20.83507169,,,13.20900825,1978,
296,3,,,Pizza,,g,Medium,11.84459738,-3.43179061,,,2.460659383,1978,4.042462057
29601,4,,,,"Pizzas, frozen and not frozen",g,Medium,9.941670492,9.594435199,,,2.712662828,1978,2.021231029
29602,4,,,,Takeaway pizza,g,High,20.33241214,-34.94361389,yes,DOWN,5.707018594,1978,2.021231029
299,3,,,Other cereal convenience foods,,g,Low,-5.832119363,-4.776406037,,DOWN,1.623204159,1978,62.65083636
29907,4,,,,"Cake, pudding and dessert mixes",g,High,-19.31389104,-26.83424273,,DOWN,5.847787278,1978,14.82236088
29909,4,,,,Cereal snacks,g,Medium,-11.2471618,-11.32557004,,DOWN,2.494424263,1978,10.77989882
29915,4,,,,"Quiches and flans, frozen and not frozen",g,Medium,-4.647781802,-2.636595299,,,4.343492348,1978,3.011100353
29916,4,,,,"Takeaway crisps, savoury snacks, popcorn, popadums, prawn crackers",g,Very High,-7.285717185,-58.20450216,yes,DOWN,9.537910751,1978,1.347487352
29919,4,,,,"Other cereal foods, frozen and not frozen",g,Low,-2.756548065,0.415514068,,,2.107358167,1978,32.68998896
301,3,,,Other cereals,,g,High,-39.3352494,-24.27611807,,,19.59314613,1978,9.05864253
304313,2,,Beverages,,,g,Low,-13.45517504,-11.40704388,yes,DOWN,2.122281099,1978,93.22428381
304,3,,,Tea,,g,Medium,-12.39258922,-14.74231468,yes,DOWN,3.231159006,1978,59.99079696
307,3,,,Coffee beans and ground coffee,,g,Medium,-14.23244312,0.55771633,,,4.456590974,1978,2.129897999
308,3,,,Instant coffee,,g,Medium,-15.70261256,-16.74004337,yes,DOWN,3.197363224,1978,13.56340212
309,3,,,Coffee essences,,ml,Very High,-92.71406934,8.435743688,,,78.80485696,1978,1.403206591
310,3,,,Tea and coffee from takeaway,,ml,High,91.35326669,88.92247953,yes,,11.53719121,1978,
312,3,,,Cocoa and chocolate drinks,,g,High,-3.566159744,-20.76019617,,,6.248012749,1978,8.064424188
313,3,,,Malt drinks and chocolate versions of malted drinks,,g,Very High,-63.35821487,-58.28109765,,,15.70671157,1978,8.072555963
314339,2,,Other food and drink,,,g,Low,-3.559768531,-11.49377963,yes,DOWN,2.088684785,1978,281.7811174
314,3,,,Mineral or spring waters,,ml,Medium,-5.070449126,-12.02141055,,,4.310037838,1978,
315,3,,,Baby foods,,g,Very High,2.854212092,-28.8585214,,,15.05218051,1978,9.455004428
318,3,,,Soups - canned or cartons,,g,Medium,4.699516604,-17.00072099,yes,DOWN,3.454831374,1978,79.61853113
319,3,,,Soups - dehydrated or powdered,,g,High,-10.65260377,-24.26389908,,,9.169536623,1978,3.565989587
320,3,,,Soups - from takeaway,,g,Very High,79.61337935,-16.71647245,,,20.32693668,1978,
321,3,,,Other takeaway food brought home,,g,Very High,157.2171406,272.8904265,,,24.07043878,1978,
322,3,,,Meals on wheels - items not specified,,g,Very Low,-100,-100,,,,1978,
323,3,,,Spreads and dressings,,g,Low,-2.87693357,-7.449888627,,,2.53239591,1978,9.297085269
32302,4,,,,Salad dressings,g,Medium,-3.637119122,-8.791116616,,,2.661720081,1978,7.902522478
32303,4,,,,Other spreads and dresssings,g,High,0.241512229,-1.752613041,,,5.872606189,1978,1.39456279
327,3,,,Pickles and sauces,,g,Low,2.018582639,-3.128752008,,,1.778605134,1978,58.18744032
32702,4,,,,Pickles,g,Medium,2.735385357,-12.99683467,,,5.296561632,1978,7.123241309
32703,4,,,,Sauces,g,Low,1.762485237,-1.81670067,,,1.839267451,1978,48.84272629
32704,4,,,,Takeaway sauces and mayonnnaise,g,High,47.4066294,-13.59979547,,,7.111994629,1978,2.221472723
328,3,,,Stock cubes and meat and yeast extracts,,g,High,-16.23830244,-16.93852643,,,5.511338865,1978,5.572469356
329,3,,,Jelly squares or crystals,,g,High,-32.62572498,-20.48565163,,,8.292405244,1978,10.34590435
332,3,,,Ice cream tub or block,,ml,Medium,-3.375443449,-21.85986489,yes,DOWN,3.413900561,1978,48.13076736
333,3,,,Ice cream products including takeaways,,ml,Medium,-11.6484265,-7.469485995,,,3.548206105,1978,29.3809499
33302,4,,,,"Ice cream cornets, choc-ices, lollies with ice cream",ml,Medium,-5.083045526,-2.144786881,,,3.610998112,1978,23.19548676
33303,4,,,,"Ice lollies, sorbet, frozen mousse, frozen yoghurt",ml,High,-17.73511855,-12.4379403,,,6.495583801,1978,6.185463137
33304,4,,,,"Takeaway ice cream, ice cream products, milkshakes",ml,Very High,-31.56040853,-26.74035969,,,12.51734765,1978,
